지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
108,서울,2021-05-19,19.9,12.4,557,26.6,1503,,,,,,,7.4,250,1539,4.4,250,1525,1.8,1553,270,9.1,31,1422,52.3,11.6,1001.8,1012.9,703,1009.8,1832,1011.7,14.3,13.2,1200,3.66,29.93,,,,,,2.6,0,22.3,7.1,21.1,20.2,19.6,19.3,18.6,17.1,16,13.6,13.4,5.8,8.3,0,,
108,서울,2021-05-20,18.7,15.6,2335,22.9,1252,11.15,.3,2011,.5,2219,.9,13,110,1629,6.2,90,1610,2.5,2135,50,10.3,42,1331,59.8,12.6,995.2,1011.6,1,1000.3,1848,1005.1,14.3,0,1100,1.19,6.8,,,,,,9.9,4.9,17.9,11,20.1,19.6,19.6,19.5,19.1,17.2,16,13.6,13.4,2.2,3.2,5.8,{비}0730-{비}{강도0}0900-0940. {비}1010-1150. {비}1301-1330. {비}1620-1755. {비}1845-{비}{강도0}2100-{비}{강도0}2400-,
108,서울,2021-05-21,16,14.2,637,18.2,1820,15.17,1.3,1444,2,1401,6.9,7.1,50,12,4.2,50,49,1.7,1503,290,13.6,73,1841,86.5,15.6,995.9,1010,2320,1000.7,253,1005.9,14.4,.9,1100,.99,7.35,,,,,,9.5,6.5,17.4,13.3,19,18.4,18.4,18.6,18.6,17.3,16.1,13.6,13.5,1.5,2.2,2.2,{박무}0105-{박무}{강도0}0300-{박무}{강도0}0600-0655. -{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-1505. {비}2355-{비}{강도0}2400-,
108,서울,2021-05-22,18.6,13.8,531,23.8,1309,.92,.2,,.2,,.2,9.5,250,1505,6.2,270,1506,2.5,2161,250,12.3,43,1530,69.3,14.3,1000.8,1012,2245,1008.9,1654,1010.7,14.4,12.7,1200,3.48,28.69,,,,,,1.5,1.5,21.8,9.3,20.6,19.5,18.9,18.6,18.2,17.3,16.1,13.6,13.5,5.2,7.4,,-{비}-0005. {비}0115-0205. {박무}0250-{박무}{강도0}0300-{박무}{강도0}0600-0630.,
108,서울,2021-05-23,19.5,14.3,521,25.1,1328,,,,,,,7.9,270,2024,4.8,270,2028,1.7,1461,270,12.2,46,1319,64.4,14.2,1000.8,1013,621,1008.6,1749,1010.8,14.4,6,1200,2.89,19.28,,,,,,6.9,2,21,9.1,21,20.3,19.8,19.5,18.8,17.2,16.2,13.7,13.5,3.7,5.3,,{박무}0210-{박무}{강도0}0300-{박무}{강도0}0600-0650.,
108,서울,2021-05-24,19.4,16.4,536,24.5,1525,,,,,,,9.2,270,1655,5.6,270,1441,2.7,2331,250,11.1,28,1558,61,13.3,997.9,1009.5,1,1005.8,1629,1007.8,14.4,9.1,1200,3.57,26.9,,,,,,3.3,2,22.8,12.4,21.8,20.9,20.4,19.9,19.1,17.3,16.2,13.7,13.5,5.2,7.5,8.2,{황사}1540-{황사}{강도0}1800-{황사}{강도0}2100-{황사}{강도0}2400-,
108,서울,2021-05-25,15.3,11.9,854,19.3,1632,4.58,2.1,557,5.4,534,8.3,12.8,270,1450,7.4,250,1426,3.2,2763,250,10,37,1912,72.3,12.3,997,1010.2,2337,1005.2,950,1007,14.5,6.4,1500,2.76,19.29,,,,,,5.3,4.9,17.9,7.5,20.1,19.6,19.8,19.9,19.5,17.5,16.3,13.8,13.5,3.5,5,.1,-{황사}-{황사}{강도0}0300-{황사}{강도0}0600-0850. {비}0455-{비}{강도0}0600-{비}{강도0}0900-0930. {박무}0455-{박무}{강도1}0600-{박무}{강도0}0900-0915.,
108,서울,2021-05-26,18,11.5,513,23,1513,.67,0,,0,,0,13.1,200,1451,6.5,200,1518,2.9,2463,200,8.9,31,1504,58.5,11.4,997.4,1010.9,40,1004.5,1844,1007.3,14.5,5.3,1000,3.01,17.95,,,,,,7.6,3,18.8,6.6,19.5,18.9,18.8,19,19,17.6,16.4,13.8,13.5,4.1,5.8,7.9,{비}1730-{비}{강도0}1800-1810.,
108,서울,2021-05-27,15.8,13.9,2301,18.7,1611,5.92,2.1,726,6.5,642,8.9,9.1,180,1644,5.2,230,1205,2.8,2457,200,12.8,52,1,83,14.8,991.6,1005.2,2334,999.3,1112,1001.6,14.5,.5,1500,1.38,5.08,,,,,,6.5,5.9,16.4,9,18.5,18,18.3,18.7,18.8,17.7,16.5,13.9,13.5,1,1.4,12.8,{비}0625-{비}{강도0}0900-{안개비}1030-{안개비}{강도0}1200-1220. {박무}0650-{박무}{강도1}0900-0950. {박무}1020-{박무}{강도0}1200-1440. {박무}2005-{박무}{강도0}2100-{박무}{강도0}2400-,
108,서울,2021-05-28,15.3,12.4,844,19.7,1556,7.83,1.7,505,4.7,502,12.3,10.2,250,1748,5,230,1728,2.6,2266,250,12.8,66,1648,86,14.8,990.6,1006.4,542,996.6,1755,1000.6,14.5,1.9,1400,2.86,11.26,,,,,,8.6,7.6,17.4,7.9,17.9,17.2,17.2,17.7,18.1,17.6,16.6,13.9,13.5,2.3,3.3,.5,{비}0245-{비}{강도0}0300-{비}{강도1}0600-{비}{강도0}0900-1035. -{박무}-{박무}{강도1}0300-{박무}{강도2}0600-{박무}{강도0}0900-0950.,
108,서울,2021-05-29,15.4,12.8,2353,19.1,1017,8.42,.2,,.2,,.3,7.3,230,9,3.7,250,49,2.2,1867,50,11.7,59,1252,79.8,13.8,996.7,1010,2239,1001.5,1,1006.7,14.5,3.9,900,2.17,10.45,,,,,,5.1,3,18.1,9.5,18,17.4,17.5,17.8,17.9,17.5,16.6,14,13.5,1.8,2.6,.3,{비}1125-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-1950.,
108,서울,2021-05-30,18.4,10.8,540,26.3,1603,4,4,2249,11.3,2249,18.1,16,270,1923,7.6,270,1931,2.1,1822,50,12.5,37,1614,73,14.6,998.9,1010.7,606,1006.2,1646,1008.9,14.6,11.6,1200,3.72,29.45,,,,,,3.9,1.6,21.9,7.8,19.6,18.6,18,17.8,17.6,17.4,16.6,14,13.5,4.7,6.7,22.1,{박무}0330-0405. {비}1910-2030. {박무}1935-{박무}{강도0}2100-{박무}{강도1}2400- {비}2120-{소나기}2235-{시정(미만)}{1km}{소나기}2255-{시정(이상)}{1km}{소나기}2310-{소나기}{강도1}2400-,
108,서울,2021-05-31,19.9,16.5,417,23.8,1725,2.5,3.2,-2358,4.7,-2349,4,5.7,20,1619,3.5,50,1624,1.8,1587,50,15.9,63,1730,78.9,18,1001.1,1012.8,2346,1009.4,148,1011,14.6,2,1500,1.76,12.52,,,,,,7.4,7,21.1,14.5,20.9,20.1,19.7,19.3,18.7,17.4,16.6,14.1,13.6,2.5,3.5,3.2,-{비}-{비}0130-0215. -{박무}-0240. {비}0315-0330. {박무}0510-{박무}{강도0}0600-0710.,
